;易学码使用方法看官网 hanxinma.gitee.io/yixue/
lbk,1=囵
lum,1=橹
gcy,2=诰
jmb,2=蹇
svm,1=睢
lik,3=喱
hlw,2=肓
lvm,3=榈
urs,1=绶
lis,1=罹
uou,2=槊
yhw,1=瑗
gcm,2=槁
jph,1=秸
bny,2=裱
mcn,1=牦
yic,2=荑
zid,4=滓
fwy,5=腓
iky,3=谶
fau,1=砝
uiu,7=舐
gjh,1=秆
rkc,1=荏
klg,1=邝
mia,1=芈
huj,2=斛
jij,3=暨
shq,1=狻
yjd,7=滟
dsx,2=恫
mil,1=麋
uus,3=纾
kbj,1=锟
bam,1=粑
kly,1=诳
igi,1=氅
lnb,3=寮
ibx,1=鹑
nun,4=驽
huk,3=囫
vuh,2=炷
jxs,1=缙
ldr,1=徕
mig,2=弭
qnm,3=橇
lib,1=痢
chf,1=撺
gjm,3=柑
hhk,2=圜
jfr,4=儆
llg,1=魉
rkn,1=妊
jym,1=矍
maq,1=犸
xnk,4=哓
mwy,3=酶
pcg,1=庖
yis,2=缢
zur,1=俎
yst,1=墉
jiy,7=鲫
xmc,2=藓
bdr,1=佰
vib,5=痔
gsj,1=觥
mrk,1=哞
vjf,1=旃
kgr,1=伉
yrq,2=猷
oux,1=怄
gun,2=牯
xmj,1=锨
hhd,4=豢
gui,3=轱
bzu,2=泵
gjf,1=擀
kei,2=蝌
qhs,1=绻
ddk,2=呔
ius,1=绌
soc,1=蓑
ges,1=纥
yrc,1=釉
yiy,13=翳
mod,3=殁
qiy,3=讫
vev,3=蜇
vku,3=砧
tmd,2=殄
eec,1=萼
pws,1=辔
qny,3=诮
yiy,14=胰
iui,2=蜍
xbd,4=浔
juj,3=钜
lab,1=瘌
taz,4=趿
yub,4=瘀
gug,3=鸪
xmy,3=霰
veu,2=鹧
hby,2=诨
ghf,2=掼
jmr,5=僭
bmv,1=弁
mmd,1=湎
coz,1=蹉
mid,2=汨
vim,4=栉
tiy,2=醍
qfu,2=磬
boj,2=铂
lnc,1=蓼
ugd,2=泷
gum,1=梏
huu,3=祜
vkn,1=鸩
hvi,1=虺
wjd,2=豌
zok,1=嘬
ygb,2=疡
gcr,1=杲
qnc,1=荞
wwh,3=煨
hvi,2=蛔
lcd,1=涝
mkx,1=焖
viu,10=祉
whg,1=魍
coj,1=锉
toz,1=跎
vim,5=桎
ukn,2=娠
wwy,2=诿
ouq,3=瓯
jir,4=偈
djd,4=殚
mwj,1=镁
pib,7=邳
ghy,1=胱
jkb,2=痂
iup,2=刍
huy,1=醐
rrm,2=糅
kvu,2=岿
bix,1=愎
yjy,6=赝
jkv,1=笳
yjk,3=唁
jiw,2=齑
lcu,1=崂
xkq,2=狎
juz,4=踽
kvf,1=揆
qiy,4=鳍
boj,3=钹
kfr,1=侩
vkj,3=帧
juy,1=裾
gom,1=椁
huk,4=唿
uud,5=澍
ssu,2=崧
qxj,2=衾
pmm,2=骈
qmr,4=仟
xul,1=勖
lww,1=羸
vey,2=谪
tom,4=柁
sbq,1=狲
hvw,1=珲
vii,3=蛭
yib,5=痍
irr,2=俦
huq,2=猢
dzj,1=镫
kju,3=戡
yju,4=鼹
tix,2=悌
vod,3=濯
lic,4=莅
lxx,1=懔
mpk,1=咩
tzy,3=誊
ujy,5=鳝
wwu,5=韪
xyk,1=噱
qie,1=亓
uaj,1=铩
geu,1=硌
lir,4=俚
lom,3=椤
kfy,1=脍
gsg,5=汞
ncd,1=淖
pxn,2=姘
kve,3=聩
qtd,1=泅
yxk,2=喑
tcs,1=绦
vaj,1=铡
som,2=桫
ybx,2=恽
Yic,3=薏
qtz,1=遒
lcb,2=痨
dri,1=蚪
eeu,3=屙
jic,2=蒺
ugj,1=觞
qic,3=葺
dhh,1=煅
fwx,1=悱
qsc,1=茕
dmq,2=靛
kly,2=诓
tmt,2=忝
bov,3=箔
erw,1=珥
jmc,3=菅
yiu,5=嶷
lfy,3=酃
jku,2=岬
npz,2=臬
ujv,1=舢
gsy,1=肱
bwh,1=焙
liz,1=逦
djk,1=啖
ijd,2=冁
viv,2=鸷
mzi,1=蜢
yrc,2=莠
yfc,8=茔
qhj,1=铨
any,2=胺
jxc,1=堇
jnc,3=艽
hld,2=湟
tgw,1=瑭
xyv,1=踅
jic,3=芨
wwz,2=逶
vhu,1=嶂
jkj,4=钾
xmz,2=跹
ycr,2=徭
and,1=鹌
pcq,1=狍
iiv,3=笞
xbt,1=埙
wur,4=仵
rus,1=缛
ihm,1=椽
mfr,3=暝
tnc,1=苕
tsy,1=酮
heg,1=貉
wun,3=婺
jlm,1=糨
yrk,3=囿
izj,2=铖
wjt,1=畹
wwj,2=帏
dij,2=镝
mjs,1=缦
xij,2=铣
vki,1=轸
isj,2=舂
dmu,3=碘
uuh,1=黍
yhc,2=芫
vhu,2=馔
vuj,2=铢
jxm,2=槿
vei,3=赭
fud,2=涪
yht,3=塬
lvq,1=氯
vor,1=倬
toy,2=酡
ddr,3=傣
keh,3=颏
qms,1=缱
bgd,1=浜
mpv,1=篾
vem,1=柘
miq,1=猕
anm,1=桉
piu,2=砒
bwe,1=邶
lpd,2=洌
jxy,4=衿
vhu,3=颛
yui,1=蜮
csm,1=骢
qid,9=柒
lik,4=呖
viv,3=郅
yiu,6=饴
wwt,3=圩
fuc,3=茯
pcb,2=疱
yuk,3=圄
juw,1=琚
tom,5=橐
dmj,1=钿
grm,2=枸
xtx,1=貅
lii,5=蛎
qln,1=嫱
pjv,2=爿
lui,2=辂
qiq,3=綦
sok,3=唢
tnv,1=笤
yru,2=鼬
muc,6=苜
keb,2=窠
aak,1=嗄
saa,1=卅
lsc,1=茏
ucv,3=艄
yic,4=苡
lxi,1=辚
lfk,2=囹
xpf,3=撷
igr,5=伥
nyb,1=疟
vvm,2=骓
qhv,1=筌
jiu,8=屐
liq,2=猁
nor,1=傩
jub,2=疽
gsw,1=珙
mob,2=貊
gry,1=诟
lpa,1=鬣
ndn,2=鼐
taq,1=獭
hhq,1=獾
tcd,4=洮
qse,1=邛
gdb,1=赅
xff,1=擤
bdh,1=稗
hvk,3=咴
iam,3=楂
djq,1=氮
yuv,3=竽
mzm,2=勐
eey,4=谔
jpu,2=碣
hqj,1=铧
qtz,2=逑
yje,2=郾
mcj,3=铆
day,1=褡
iud,1=滁
bwe,2=陂
yso,1=喁
qtd,2=湫
rji,1=蚺
wuj,1=钨
vzj,2=钲
qfh,1=綮
qic,4=蕲
lxz,2=遴
ihx,1=舛
jic,4=荠
keh,4=稞
jtm,2=阄
jkc,2=荚
aon,1=媪
ltl,1=鎏
huv,1=笏
yix,4=悒
gvr,1=晷
xix,8=郗
yrb,1=宥
vip,1=豸
bxf,1=摈
djr,2=儋
tfc,1=葶
fup,1=凫
qme,1=阡
fui,4=蚨
pom,1=粕
yiq,1=猗
dcd,1=纛
uer,3=畲
dim,2=睇
yxd,2=洇
jny,6=醮
goh,1=虢
xhb,2=癣
faw,1=珐
fze,1=酆
yiy,15=诒
viz,2=踯
ltu,2=馏
tfc,2=莛
zic,6=髭
yxi,2=龈
llj,1=锒
baj,1=钯
yfm,2=楹
viv,4=贽
igc,1=菖
bad,1=灞
mzi,2=虻
igc,2=苌
vuz,2=躅
pxn,3=牝
qmj,5=钎
qit,1=畦
yuy,14=欤
hzm,1=桁
njy,1=腩
yak,2=吖
dui,1=蠹
rhx,1=瓤
fwd,2=淝
sis,2=鸶
boq,1=亳
jim,4=楫
hsc,1=薨
hsy,2=訇
npj,1=镊
vie,2=陟
tgj,1=镗
ium,4=樗
ujc,1=苫
llm,2=阆
juc,2=莒
xkf,1=罅
vkh,1=稹
uia,5=豕
ghd,2=涫
mfi,1=螟
ltm,3=骝
xuc,2=蓿
tnu,1=祧
vuc,3=苎
bob,2=擘
anq,2=犴
dfw,1=玎
kqr,1=侉
tsr,2=仝
coi,1=厝
xtu,2=馐
tdt,2=邰
wwd,2=潍
sia,2=兕
jiu,9=赍
bci,1=龅
duh,1=黩
luy,4=胪
thf,1=抟
vzy,2=诤
qhj,2=鬈
qic,5=芪
uic,2=莳
jmm,5=毽
qsv,1=筇
ueq,2=猞
bmu,1=砭
jmy,3=腱
lid,4=澧
qpf,1=挈
dvd,1=怼
zuj,1=镞
pib,8=貔
ujn,2=嬗
liy,3=醴
uof,1=搠
pam,1=杷
tdc,2=薹
wum,4=杌
gej,1=铬
ouy,1=讴
tam,2=闼
fuf,8=拊
uaq,1=歃
fui,5=蝮
hgd,2=沆
wjh,1=烷
ksv,1=箜
gru,1=彀
irr,3=雠
jxc,2=荩
qxf,2=揿
xbx,1=恂
hvc,3=茴
qub,1=癯
rky,2=衽
luy,5=鲈
gcs,1=缟
mcr,2=昴
lxg,1=廪
qit,2=圻
gdt,1=垓
lmd,5=奁
scb,1=瘙
xmb,3=痫
yih,3=黟
jpy,4=讦
fju,2=矾
jnj,2=铰
ndq,1=氖
xih,3=烯
xfe,2=陉
mcl,1=耄
vrn,1=妯
iiz,2=踟
tuc,2=菟
gby,1=鲧
ysj,1=镛
yiu,7=峄
yij,1=镱
ssl,1=竦
nof,1=搦
bik,3=吡
ghy,2=鳏
xlx,1=飨
loq,1=猡
gub,2=痼
fuy,7=讣
hsc,2=荭
ngu,1=馕
pfm,1=枰
fuy,8=黼
iam,4=檫
uju,1=鄯
nmy,1=鲇
yjy,7=酽
lst,1=垅
war,1=佤
xiq,1=歙
vie,3=骘
uon,1=妁
eey,5=垩
low,2=蠃
gcj,2=锆
pim,1=枇
yxe,4=鄞
jig,1=乩
mib,4=幂
mci,1=蟊
uud,6=沭
yat,1=垭
ghc,2=鹳
qic,6=萁
cgr,2=伧
csc,3=苁
hvt,1=恚
xum,2=盱
yhy,3=鼋
qmj,6=钤
cou,2=矬
tgn,1=帑
idr,1=侪
seh,1=穑
loy,2=脶
bmh,2=煸
lin,1=娌
dgu,1=砀
zie,2=孳
rvi,1=蚋
lhr,1=脔
zis,1=缁
rov,1=箬
qlm,2=樯
jil,2=麂
ncq,1=猱
biz,4=跸
zzw,1=甑
qmf,1=掮
yau,2=岈
fuc,4=芾
jui,1=龃
dbw,1=趸
mmd,2=沔
iuz,2=蹰
juc,3=苣
lmy,2=裢
yuc,2=萸
yby,4=郧
bdf,3=捭
jmb,3=謇
ziv,1=笫
bin,2=妣
csm,2=枞
jpb,2=疥
vrk,2=啁
qfq,2=氰
jmc,4=蒹
lwm,1=檑
woc,1=莴
rhu,1=禳
sis,3=缌
yxx,1=夤
yum,4=鹬
bxw,2=玢
ltj,1=镏
kfq,1=狯
wuh,1=焐
mim,4=縻
yrc,3=莜
eey,6=腭
gvy,2=鲑
gjd,1=淦
hhd,5=洹
xfc,2=荇
gzy,1=鲠
hci,1=蚝
jum,3=榉
lmm,1=楝
mzz,2=艨
qtm,2=楸
som,3=睃
tid,3=鹈
vcm,1=棹
xpd,4=瀣
yui,2=龉
yuv,4=鬻
xtg,1=庥
qim,5=骐
pav,2=筢
tom,6=柝
Kut,1=堀
lvl,1=膂
veu,3=磔
zom,1=柞
gjd,2=泔
mzj,1=锰
dje,3=聃
cur,2=徂
dpt,1=堞
hli,2=蟥
iit,2=墀
hcc,2=薅
isv,1=艟
cou,3=嵯
yix,5=怿
yub,5=窳
sii,2=蛳
vib,6=彘
ddz,2=迨
qtq,4=犰
bic,3=荜
biv,2=篦
jym,2=橛
ich,2=焯
fuz,3=趺
ksr,1=倥
gqu,2=鸹
llm,2=椋
ldu,2=崃
ltf,1=旒
qmc,3=芡
qxc,2=芩
lrl,1=耧
xlg,2=庠
biq,1=狴
guj,2=钴
yym,2=樾
aiq,1=欸
rhh,1=穰
aoi,1=螯
lwa,1=耒
yim,3=眙
pib,9=罴
yib,6=肄
dax,1=怛
xls,1=缃
gkk,1=哏
pgz,1=逄
aoy,2=岙
oud,1=沤
qmc,4=荨
lhn,2=娈
yuk,4=圉
lek,1=叻
dpl,1=耋
bfb,2=邴
guu,3=毂
pdr,2=俳
yij,2=铱
urv,1=艏
jpk,2=喈
lic,5=蓠
src,1=薮
jnu,4=峤
mom,5=貘
xnu,3=崤
jiv,7=笄
mxs,1=缗
pmz,1=蹁
rvc,3=蕤
csw,3=璁
mmd,3=渑
uuh,2=秫
yhf,2=掾
xmu,2=祆
iid,3=豉
lcy,2=醪
wug,3=庑
gkc,1=茛
ibc,1=莼
uiv,4=筮
yif,4=挹
iin,1=媸
qum,3=阒
fux,3=怫
wwy,3=鲔
yrb,2=疣
npj,2=镍
iiy,1=褫
bkj,1=锛
lui,3=轳
niy,3=鲵
ugh,1=熵
jxu,1=馑
mnm,2=眇
yci,1=轺
lzt,1=塄
ldd,2=涞
vum,5=杼
guu,4=崮
xmu,3=岘
guy,4=诂
jyj,1=镢
nmy,2=鲶
fuq,1=氟
lfy,4=鲮
suc,2=蔌
vkm,4=椹
hvd,2=洄
lsm,1=栊
bcz,1=孢
jke,1=郏
ikl,1=郴
yrr,5=侑
lis,2=詈
xpq,1=獬
ijd,3=澶
qpv,1=箧
sdy,2=鳃
gju,1=矸
juy,2=讵
fgm,1=枋
wky,2=璺
rrg,1=鞣
sid,4=澌
vhk,1=啭
fui,6=蜉
fuy,9=黻
oua,1=耦
tgm,2=樘
viz,3=跖
lfi,2=蛉
djv,1=箪
buz,1=逋
qmf,2=扦
qmy,3=愆
zby,1=鳟
hoc,2=藿
xid,6=浠
fwb,1=痱
iux,2=憷
uuj,2=殳
ukc,2=葚
yus,1=纡
hey,3=翮
jma,3=戋
lih,4=黧
dpy,3=鲽
lwy,3=诔
her,3=曷
bib,8=毖
khg,1=髋
yuq,2=狳
iam,5=槎
dit,2=坻
dok,3=哚
lii,6=蜊
ncj,1=铙
lwn,1=嫘
lod,2=漯
ujm,3=骟
baf,4=捌
dhm,1=椴
ked,2=溘
ugt,1=墒
xim,3=阋
yrp,1=牖
mxm,4=愍
qui,3=龋
hlv,2=篁
yix,6=刈
jhy,1=蠲
pmy,1=谝
qmx,1=悭
gea,3=鬲
huk,5=瓠
yff,1=撄
ivm,2=棰
fum,2=麸
get,1=圪
zjj,1=錾
zov,1=笮
vii,4=轾
ucm,2=杓
uku,2=砷
kdu,2=剀
keb,3=疴
yji,5=餍
zij,1=锱
wub,1=寤
cim,1=糍
gug,4=瞽
xsc,1=芎
kcu,2=尻
lis,3=缡
lpf,1=捩
puz,1=蹼
xyy,3=鳕
doy,1=裰
yxb,3=窨
zsr,1=偬
nnc,1=茑
sbm,1=榫
vhj,2=幛
mcu,1=峁
wzc,1=蓊
aoa,6=鏊
zih,1=秭
bay,2=鲅
bjb,1=瘢
tsc,1=茼
iad,1=汊
gcg,1=郜
jic,5=芰
mcf,1=旄
pnd,2=殍
xim,4=樨
dfu,1=碇
sud,3=涑
vif,4=摭
bwj,1=钡
dgu,2=凼
lut,1=垆
ndc,1=萘
qyh,1=炔
uji,1=蟮
uic,3=蓍
keu,3=岢
sbx,1=飧
yur,5=俣
dvu,1=碓
gvs,1=刿
jyv,1=孓
ljy,2=谰
quc,1=蕖
uab,1=痧
pwy,2=霈
buj,2=钚
hum,2=槲
jkj,5=铗
dds,1=绐
ysb,2=痈
got,1=埚
jhq,1=狷
cuy,2=酢
hbm,1=阍
uii,3=螫
qiq,4=欹
lir,5=傈
hux,2=怙
lud,4=渌
yst,2=壅
zic,7=赀
yib,7=癔
eec,2=莪
yfd,3=潆
lxm,2=檩
luz,1=逯
vod,4=浞
cob,1=痤
drc,1=蔸
vuy,3=翥
uuc,3=菽
iid,4=鸱
heq,2=盍
jnc,4=茭
qfh,2=黥
xmy,4=酰
ldb,2=赉
yxy,2=霪
hec,2=菏
zry,1=诹
juc,4=苴
jfm,3=粳
zjm,1=糌
bcz,2=趵
gev,1=舸
qsg,1=蛩
lim,5=枥
mic,1=蘼
xbc,3=蕈
ruy,2=襦
gey,2=膈
duc,1=芏
fjt,2=畈
vcv,2=笊
wwv,2=艉
yuh,2=燠
igm,1=阊
yjy,8=厣
bxr,1=傧
lul,5=鸬
ndc,2=艿
ngf,1=攮
fky,1=酚
izy,2=塍
dum,5=椟
guc,2=菰
hdq,1=氦
pov,1=笸
djb,1=疸
qlj,2=镪
pit,3=圮
qhy,3=醛
hrv,1=篌
kbw,2=髡
xhy,1=谖
jnr,4=徼
xiy,4=醯
lmy,3=裣
vim,6=枳
bic,4=蓖
tnv,2=髫
viy,3=酯
tbr,1=暾
zic,8=訾
hhs,3=缳
qiu,9=碛
yij,3=镒
nun,5=孥
xku,2=硖
lid,5=溧
dim,3=柢
hoj,1=镬
ukm,1=糁
cbp,1=皴
gei,1=虼
jxi,2=卺
wuw,5=鋈
vij,2=帙
mrj,1=鍪
kej,1=锞
quc,2=蘧
dmv,3=簟
jug,2=鞫
pjd,2=泮
qxd,2=溱
svm,2=眭
gjt,1=坩
bib,9=嬖
jhx,1=鄄
lsl,3=砻
tjy,3=郯
xie,5=隰
biv,3=筚
quy,1=朐
jit,4=墼
kvz,2=跬
qnx,3=愀
miy,3=醚
gvy,3=鳜
hhc,1=萑
jpi,1=蚧
ihz,1=遄
ggg,1=戆
jbl,2=麇
ndl,1=柰
zjz,1=趱
fgy,3=鲂
xii,3=螅
yht,4=垸
izy,3=裎
yit,1=埸
vum,6=槠
xhr,2=儇
tdy,2=肽
vip,2=卮
gjs,1=绀
hjg,3=顸
ucv,4=筲
lor,1=倮
yfy,4=媵
bau,1=岜
vjy,2=谵
bmy,3=褊
xby,6=鲟
yub,6=瘐
zej,1=帻
gvv,1=簋
tfm,1=梃
zhs,1=缵
dbu,1=礅
xiu,4=屣
frw,1=缶
iue,2=亍
ciz,2=鹚
vvs,2=缒
yyy,1=刖
uih,1=炻
svc,1=荽
dzu,1=磴
lau,2=砬
sij,1=锶
tok,2=鼍
yfb,5=瘿
xmz,3=跣
jpb,3=疖
yaz,1=迓
qlh,1=炝
lxk,1=啉
xiu,5=硒
qid,10=汔
zrm,1=驺
gui,4=蛄
yur,6=伛
fus,2=绂
jmg,1=鞯
xmh,1=燹
big,3=髀
scs,1=缫
fuz,4=跗
qsg,2=銎
ssd,2=凇
cud,1=殂
suk,1=嗉
yej,1=铘
yuu,3=饫
bob,3=檗
cri,1=辏
pig,1=鼙
quw,1=璩
qhx,1=悛
bwy,1=褙
huh,2=煳
jmv,5=笕
uiy,5=鲥
lnu,1=尥
ltj,2=锍
mdw,2=劢
uzu,4=嵊
rki,1=轫
xfu,1=饧
yir,10=佾
hhy,2=鲩
yjy,9=谳
fkl,1=棼
gjc,1=苷
guj,3=觚
djc,1=萏
lth,1=熘
diy,3=羝
huh,3=鹕
zvj,1=觜
kue,1=喾
npc,2=蘖
yjy,10=剡
jum,4=椐
ngr,1=曩
aiw,1=瑷
ieu,1=砗
keg,2=髁
pii,1=蚍
kbm,1=阃
srd,1=溲
pck,2=匏
rcm,1=桡
yxq,2=狺
lmy,4=鲢
nrr,1=耨
bxu,1=豳
grs,1=缑
kvx,2=愦
rsi,2=蝾
fwm,1=榧
qmb,2=搴
xud,1=洫
yai,2=蚜
bic,5=荸
gbu,1=磙
lit,1=坜
tni,1=粜
yhi,3=螈
eei,3=轭
tis,2=绨
gvg,1=庋
jbj,3=皲
viy,4=胝
hud,4=滹
pij,1=铍
vul,1=麈
hje,2=邗
jkz,2=跏
juj,4=锔
yri,1=蝣
fuy,10=鲋
xkm,2=柙
dsd,3=鸫
fus,3=罘
jfq,2=獍
pzu,3=硼
ujb,2=疝
xpl,1=勰
col,1=鹾
jsh,2=扃
pob,2=皤
ucd,1=潲
siv,2=笥
xic,2=葸
fwy,6=鲱
gjr,1=旰
tgd,2=溏
fkr,2=偾
rud,3=溽
nir,4=伲
jiq,3=剞
vej,1=锗
kvx,3=悝
mgd,1=漭
wub,2=痦
gug,5=嘏
pjy,1=袢
tay,1=鳎
zji,1=昝
fud,3=滏
xpg,2=廨
huu,4=觳
jie,2=戢
jym,3=桷
luv,1=舻
fuf,9=郛
thv,1=彖
kky,1=裉
ruc,2=蓐
wjy,3=脘
lib,2=疠
mzv,1=艋
nnn,1=嬲
hhx,1=郇
lim,6=粝
lnn,1=鹩
sis,4=耜
iet,1=坼
izt,2=埕
jnj,3=鹪
lum,2=栌
gax,1=尜
gvb,2=宄
hrb,1=瘊
liw,4=嫠
mzi,3=蠓
rud,4=洳
lpt,1=埒
mjt,1=墁
taj,1=铊
lij,1=锂
cuc,1=蔟
dpz,2=蹀
mjc,2=颟
quj,1=劬
bid,2=濞
hre,1=鲎
hoi,1=蠖
kbx,1=悃
zck,2=唣
zky,1=谮
bit,1=畀
prd,1=裒
iaj,1=镲
dej,1=锝
pib,10=郫
xmi,1=蚬
fge,2=邡
sok,4=嗍
mji,2=螨
yum,5=阈
zez,1=赜
zox,1=怍
ycy,3=鳐
vhe,3=鄣
gde,2=陔
ybq,2=狁
zaf,1=拶
chr,1=汆
vij,3=觯
jmj,5=鹣
fuk,2=呒
muj,1=钼
quu,5=磲
shy,1=颡
jmf,3=搛
kvi,1=蝰
mmm,4=眄
qmx,2=慊
qnj,2=劁
tmt,3=畋
vby,2=肫
yju,5=崦
lwy,4=酹
luv,2=簏
pmy,2=胼
irb,1=瘳
tij,1=锑
yui,3=蝓
kvr,2=暌
yuj,3=舁
uky,2=诜
xlc,2=芗
yra,4=尢
fuc,5=菔
hjh,3=焓
lrc,1=蒌
pwf,2=旆
zoy,1=胙
vkd,1=浈
ijv,1=觇
jms,2=缣
npn,1=颞
vru,1=碡
dgy,2=谠
sct,1=埽
kcm,1=栲
ioz,1=踔
dny,1=鲷
gey,3=袼
ujc,2=芟
sur,2=僳
qim,6=槭
xly,3=鲞
yri,2=蚴
fum,3=桴
Kar,1=佧
kvc,2=蒉
qfm,1=檠
xxx,3=囟
bnf,1=飑
fjh,2=燔
rsq,1=狨
suj,1=觫
tht,1=疃
fuj,2=幞
xtd,1=溴
zok,2=唑
eec,3=苊
hbd,2=溷
pfy,2=鲆
prf,1=掊
bkf,1=畚
cjm,2=骖
ikm,1=榇
dmb,3=癜
hrt,1=堠
mcd,2=泖
mwd,2=浼
qnu,2=硗
vvr,1=隹
gej,2=哿
jtr,2=僦
wwe,1=隈
bwu,4=碚
sju,1=馓
hvu,2=隳
ljs,2=罱
wux,3=怃
ziu,1=嵫
drc,2=篼
dim,4=觌
gbi,1=辊
liv,5=篥
nct,1=垴
hdy,1=醢
jii,2=虮
quy,2=诎
ugs,1=绱
uit,2=埘
zre,2=陬
fuu,3=祓
jhj,2=锩
qui,4=蠼
ssc,3=菘
yit,2=圯
aaj,1=锕
dzx,1=戥
hji,1=蚶
mrr,1=侔
tsu,1=砼
gcc,1=藁
gok,2=呙
viv,5=絷
xxj,4=镡
wun,4=牾
dir,2=籴
ndr,1=佴
mzc,3=瞢
mnm,3=杪
zer,1=昃
jtq,2=鬏
lws,1=缧
pgp,1=耪
yaf,2=揠
yhm,1=橼
chh,1=爨
ntq,1=狃
voy,2=诼
aik,4=嗌
pnk,1=嘌
qii,2=蛴
qht,1=畎
yuy,15=雩
yug,3=鹆
zvc,1=蕞
pcy,2=脬
iju,4=羼
xps,1=缬
hhd,6=漶
yyk,2=哕
rcc,1=荛
svy,1=谇
ijg,1=廛
ihq,1=氚
enc,1=蒽
qky,1=袷
mzc,4=甍
mxk,1=黾
tfh,1=烃
anj,1=铵
igb,1=鬯
pjy,2=襻
srk,3=嗾
xpz,2=躞
izm,4=柽
gej,3=镉
grz,1=遘
gqy,2=诖
gbs,1=绲
huu,5=岵
bjj,1=钣
hhz,1=逭
jyj,2=觖
kjc,1=莰
iic,1=茌
dfb,1=疔
wut,2=圬
xiu,6=禊
idw,1=虿
kuk,1=刳
qti,3=蝤
bih,1=秕
fzc,1=葑
fuk,3=呋
gvg,2=匦
jld,6=豇
sej,1=铯
ugt,2=垧
wwd,3=洧
qxk,2=吣
jtm,3=桕
kgj,2=钪
wud,2=浯
yub,7=窬
vit,3=埴
igx,2=惝
gou,1=崞
uzu,5=眚
hgy,1=颃
koi,1=蛞
moj,1=镆
ruc,3=薷
isc,1=茺
hsc,3=蕻
kgm,2=闶
vhn,1=嫜
jmk,1=囝
llc,1=蒗
yri,3=蚰
bny,3=鳔
dig,2=骶
klt,1=圹
mim,5=敉
vkt,2=畛
vii,5=轵
viy,5=黹
bur,1=晡
jmd,7=湔
mcm,2=瞀
iki,2=龀
hqf,1=砉
iiv,4=篪
mjg,1=鞔
pir,2=仳
wjc,2=芄
xmq,2=猃
xud,2=溆
zdt,1=甾
drj,1=钭
dug,1=髑
noj,1=锘
qkg,1=髂
wou,2=硪
vud,5=潴
jmy,4=裥
kfh,1=郐
lrb,1=瘘
qiu,10=屺
vky,4=胗
dav,2=笪
fky,2=鲼
xnm,4=枵
bxg,1=髌
nfb,1=甯
qly,3=羟
qfy,3=鲭
uuy,2=腧
tni,2=龆
wwd,4=沩
xps,2=绁
ycu,1=崾
izi,1=蛏
qyk,1=悫
tad,1=溻
zzs,2=罾
vuv,5=舳
dcx,2=忉
pii,2=蜱
pum,2=氆
iaj,2=锸
fjj,3=钒
jki,1=蛱
jnb,3=敫
jyh,1=爝
vsv,3=舯
bmv,2=笾
gus,1=罟
ycj,2=铫
viz,4=踬
biv,4=箅
fus,4=绋
nmt,1=埝
pic,1=芘
svd,1=濉
xmm,2=籼
xhm,2=楦
xbr,4=曛
aoa,7=聱
bou,5=鹁
mgu,1=硭
mcc,3=茆
uky,3=谂
tdh,1=炱
tuj,1=钍
iau,2=馇
fzk,1=唪
kls,1=纩
gqm,1=栝
qmb,3=褰
xiu,7=饩
ziz,2=趑
zuc,1=菹
bmy,4=鳊
igy,3=鲳
jif,3=掎
juu,4=屦
llc,1=莨
fuc,6=莩
pit,4=埤
vsd,2=螽
pwy,3=醅
tni,3=蜩
yib,8=瘗
yrc,4=莸
bjb,2=癍
ddt,1=埭
dfk,2=啶
grg,1=鞲
rvm,2=枘
tog,1=庹
qpx,3=郄
xfu,2=硎
xtx,2=髹
mum,2=毪
dcq,1=氘
fub,4=赙
jid,5=洎
pkd,1=湓
yra,5=卣
cic,4=茈
kfd,1=浍
lcm,1=栳
grv,2=笱
kem,4=骒
wkm,2=阌
vjf,2=搌
jiz,3=跽
vaf,1=揸
xpd,5=渫
vuv,6=邾
hhf,1=擐
jnk,2=噍
lum,3=氇
xiw,1=觋
yxt,2=堙
zbf,1=撙
ruy,3=颥
tny,2=鲦
gjb,1=疳
ghm,1=桄
boz,2=踣
jub,3=窭
qng,5=鞒
ten,1=慝
biy,2=襞
uku,3=矧
xbq,1=獯
yyd,1=瀹
ijc,1=蒇
cvm,2=榱
fuf,10=艴
jfd,3=刭
mak,3=唛
ppc,1=苤
poj,1=钋
qxk,3=嗪
ygi,1=蛘
cjh,2=黪
hof,1=攉
nvj,1=钕
uuy,3=毹
yaq,1=氩
fah,1=垡
kes,1=缂
tdm,1=骀
eej,2=锇
hly,2=鳇
woy,1=肟
lob,1=瘰
pdk,1=哌
qli,1=蜣
ger,1=仡
vrv,1=籀
xpc,2=薤
vau,1=砟
bul,2=瓿
jnr,5=僬
yuu,4=嵛
bmx,2=忭
iib,2=瘛
dst,1=垌
gcm,3=槔
nci,1=蛲
qxj,3=锓
ued,3=滠
tvh,1=煺
yib,9=劓
mik,2=嘧
pzi,1=蟛
pie,2=陴
pfr,2=俜
whi,1=辋
yyr,1=龠
cry,1=腠
lii,7=轹
lvh,1=稆
mci,2=蝥
pzt,1=堋
bwg,1=鞴
hse,1=黉
lfm,2=柃
mjj,2=镘
yid,7=殪
bgc,1=蒡
gqy,3=胍
jpg,1=骱
mam,1=杩
nve,1=恧
qsg,3=跫
uak,1=唼
udy,1=酾
dsu,2=硐
hdy,2=胲
huh,4=烀
qum,4=氍
vix,1=忮
krc,2=芤
yhv,1=箢
vak,5=哳
liy,4=鲡
qxm,1=檎
ysu,1=饔
